rank	gene_id	symbol	u_stat_igha1_vs_ighg1	pvalue	mean_log1p_igha1	mean_log1p_ighg1	diff_mean_log1p_igha1_minus_ighg1	mean_norm_igha1	mean_norm_ighg1	log2fc_norm_igha1_vs_ighg1	pct_detected_igha1	pct_detected_ighg1	qvalue_bh
42	ENSG00000117602	RCAN3	2403.5	0.0010182102584026032	0.08625929284593015	0.008905542853207531	0.07735374999272261	0.11843660415878803	0.011947499397014994	3.3093343224846934	0.14705882352941177	0.016	0.2681529444807427
43	ENSG00000196517	SLC6A9	2402.5	0.0010617631366930849	0.11377582563779233	0.01210216944503708	0.10167365619275526	0.18070587709089622	0.01832038829970757	3.3021213702010006	0.14705882352941177	0.016	0.26971342966761314
44	ENSG00000111679	PTPN6	2897.5	0.0010931024179521682	1.2577198991859835	0.8339318987857051	0.4237880004002784	2.9827295108022724	1.8752485807271302	0.669551302111496	0.9705882352941176	0.704	0.26971342966761314
45	ENSG00000273619	AL121832.2	2360.0	0.0011208316553419858	0.07503165674484634	0.003437125614562802	0.07159453113028354	0.10732938074807948	0.004293642311462438	4.643698915878255	0.11764705882352941	0.008	0.26971342966761314
46	ENSG00000182095	TNRC18	2740.5	0.0011491540209436402	0.3897813234771894	0.17397622576346766	0.21580509771372175	0.6220636833196965	0.30215736044071756	1.0417621943431832	0.5	0.224	0.26971342966761314
47	ENSG00000186265	BTLA	2795.0	0.0011750303251880949	0.568862521465293	0.2501623994875469	0.3187001219777461	1.1193178111018642	0.41256248827097325	1.4399351637375672	0.5882352941176471	0.312	0.26971342966761314
48	ENSG00000238058	AL355574.1	2359.0	0.0011769750425655486	0.08711671709012662	0.004393112074970648	0.08272360501515598	0.14181222647103772	0.005854090764096058	4.598392760696145	0.11764705882352941	0.008	0.26971342966761314
49	ENSG00000274712	AC005332.5	2630.0	0.0011948248850658207	0.2656155426030203	0.09061878480270838	0.1749967578003119	0.4134562683766476	0.14607012561941424	1.5010735888392177	0.35294117647058826	0.12	0.26971342966761314
50	ENSG00000168916	ZNF608	2358.0	0.0012357072365999356	0.07046103238632727	0.00491483291187623	0.06554619947445103	0.09695569202319156	0.006787698543629279	3.8363310019163803	0.11764705882352941	0.008	0.2733631548806377
51	ENSG00000000938	FGR	2477.0	0.001264046077343572	0.14903101864338292	0.030688715958996936	0.11834230268438597	0.2350840455892816	0.04982884855385763	2.238123466657162	0.20588235294117646	0.04	0.27414928748033823
52	ENSG00000213145	CRIP1	2797.0	0.0014023067526787592	0.8285965405569479	0.3721559864241463	0.45644055413280155	2.504247016240861	1.1176986464359773	1.163845612848572	0.5882352941176471	0.344	0.298286826757303
53	ENSG00000144815	NXPE3	1374.0	0.0014392556674719295	0.5262358117783129	0.9107454962670322	-0.38450968448871925	1.0811282371984798	1.9971921805425725	-0.8854355053130069	0.5294117647058824	0.776	0.3003699422246606
54	ENSG00000110583	NAA40	2561.0	0.0014952243808280367	0.19076717666440052	0.0715661837884878	0.11920099287591272	0.27990908472261333	0.13159419187371757	1.088862491179866	0.29411764705882354	0.08	0.3060109249220922
55	ENSG00000133328	HRASLS2	2786.0	0.0015216165690909566	0.6790056459687068	0.3072674794011508	0.37173816656755604	1.553045493076769	0.580797581310915	1.4189927389296226	0.5882352941176471	0.328	0.3060109249220922
56	ENSG00000102007	PLP2	2875.0	0.00157633523815672	1.4993822572466418	1.0419081382929771	0.45747411895366463	4.061420547545807	2.5788470802289365	0.6552581942793811	1.0	0.752	0.3113543583794907
57	ENSG00000142599	RERE	1385.0	0.001647198218116936	0.47574980977733644	0.8982094186578208	-0.42245960888048434	0.9406866776294355	2.0901052599324546	-1.1517894213691562	0.4411764705882353	0.776	0.31964314895774437
58	ENSG00000106443	PHF14	2777.0	0.0016767368069598738	0.5118841057410864	0.25557620707155004	0.2563078986695364	0.8893301149156555	0.4337196946398928	1.0359560824215708	0.5882352941176471	0.32	0.3197652727893649
59	ENSG00000100097	LGALS1	2864.5	0.0018801895129151945	2.4790528843288038	1.799167893148702	0.6798849911801017	17.697499201643794	8.98816144802982	0.9774475662888765	0.9705882352941176	0.832	0.3512849776561541
60	ENSG00000261371	PECAM1	1398.5	0.0019055328324174346	0.5137409932185221	0.9393943207846661	-0.42565332756614405	1.0155120904726582	2.2949134593344684	-1.1762323340113323	0.5	0.72	0.3512849776561541
61	ENSG00000196715	VKORC1L1	2762.0	0.0021415102166157766	0.5414252775779208	0.2645955437004108	0.27682973387751003	1.0386920290226942	0.4557020204474614	1.1886052862980476	0.6176470588235294	0.312	0.38273302234810624
62	ENSG00000155368	DBI	2852.0	0.0021893130041347095	1.4436236601183057	0.992722706161453	0.4509009539568527	4.3931471796003905	2.2402169202559454	0.9716163979792297	0.9117647058823529	0.776	0.38273302234810624
63	ENSG00000123131	PRDX4	1396.0	0.002209648053559903	2.0504209244220033	2.298296798337638	-0.2478758739156346	7.981140988159728	11.310567529431419	-0.503004406328456	1.0	0.936	0.38273302234810624
64	ENSG00000136237	RAPGEF5	2432.0	0.002214529737842763	0.1996206392760284	0.03164546904578337	0.16797517023024505	0.4004984746995712	0.05785692811700773	2.791235095516353	0.17647058823529413	0.032	0.38273302234810624
65	ENSG00000203791	EEF1AKMT2	2607.0	0.002313040960980567	0.25087121968939324	0.0952591191414546	0.15561210054793864	0.3722872144493868	0.15003661849576044	1.3111014112519406	0.35294117647058826	0.128	0.386033793730607
66	ENSG00000037757	MRI1	1518.0	0.0023881942340278706	0.07954944637309398	0.3007242313751503	-0.22117478500205634	0.11592995667608781	0.46937683453973356	-2.017493220392822	0.11764705882352941	0.392	0.386033793730607
67	ENSG00000174437	ATP2A2	2834.0	0.0024215702886065094	1.0340766398652086	0.6598711026693013	0.3742055371959073	2.250260970567677	1.409272641186237	0.6751415792976423	0.9117647058823529	0.6	0.386033793730607
68	ENSG00000205544	TMEM256	1405.0	0.00242379628751043	0.7843124053905466	1.0986957787844847	-0.31438337339393807	1.542404711133907	2.4489669879421365	-0.6669919629005631	0.7058823529411765	0.84	0.386033793730607
69	ENSG00000168918	INPP5D	2805.0	0.0024309816834133533	0.6238304915628006	0.3710107605998519	0.2528197309629487	1.054994062978708	0.6248714441427262	0.7556035618620598	0.7352941176470589	0.456	0.386033793730607
70	ENSG00000177455	CD19	1436.0	0.0024430309701783284	0.27758447291264143	0.6079893405022342	-0.33040486758959275	0.4577897605549188	1.1809065209453649	-1.367137666011705	0.3235294117647059	0.616	0.386033793730607
71	ENSG00000135940	COX5B	1405.0	0.0025046814364183103	1.5439778588610982	1.8868380696844673	-0.34286021082336915	4.715477190176351	6.472381639859086	-0.4568929036910056	0.8823529411764706	0.96	0.38628962383376614
72	ENSG00000281357	ARRDC3-AS1	2501.0	0.0025144971445647916	0.17816326305471852	0.03887403997487002	0.1392892230798485	0.2816388040846526	0.05434700717969053	2.3735736050284704	0.23529411764705882	0.064	0.38628962383376614
73	ENSG00000087274	ADD1	2837.0	0.002656209130274023	1.0839158899114718	0.770230231645278	0.31368565826619377	2.306631236058584	1.5358805563653128	0.5867213530153891	0.9117647058823529	0.744	0.4014186254933527
74	ENSG00000110756	HPS5	1511.5	0.0026855599210295726	0.09175410589826262	0.3073705906466256	-0.21561648474836298	0.12855389830099817	0.4753286144145297	-1.8865518857064674	0.14705882352941177	0.416	0.4014186254933527
75	ENSG00000051128	HOMER3	2464.5	0.002726153884352524	0.17119215936740437	0.03638709677460651	0.13480506259279784	0.2790698026804013	0.059405832284290125	2.231949521449952	0.20588235294117646	0.048	0.4020531748643103
76	ENSG00000154359	LONRF1	2681.5	0.00282322664519577	0.3910986474136379	0.1676484479088981	0.22345019950473982	0.651367238517425	0.2680912272799269	1.28074714496258	0.4411764705882353	0.224	0.4076452906547599
77	ENSG00000163374	YY1AP1	2785.5	0.002837780253179325	0.6826673836128125	0.37379486937613465	0.3088725142366779	1.342505320157141	0.6454800771579489	1.0564833319287616	0.6764705882352942	0.432	0.4076452906547599
78	ENSG00000268403	AC132192.2	2462.5	0.0028885321970774772	0.1496328797175445	0.033169184257540396	0.1164636954600041	0.23483183185982842	0.050979689951807815	2.203633455029383	0.20588235294117646	0.048	0.4096160850240253
79	ENSG00000136870	ZNF189	2557.0	0.003045241059148004	0.23226386501786525	0.0721445003242037	0.16011936469366156	0.36686999160494804	0.10948390333691058	1.744550117970978	0.29411764705882354	0.104	0.4263722956358997
80	ENSG00000164967	RPP25L	2666.5	0.003120871544827256	0.3462433946322099	0.14637590931011288	0.199867485322097	0.5505453748688258	0.2242115820890482	1.296000663658034	0.4411764705882353	0.208	0.4314995019666785
81	ENSG00000170638	TRABD	2827.0	0.003201575713076856	1.7143437949548497	1.3446236723975087	0.369720122557341	5.300952210534443	3.5665166145649745	0.5717358399146873	1.0	0.896	0.43608345857796665
82	ENSG00000133104	SPART	1666.0	0.0032328761959491245	0.0	0.16196214119763322	-0.16196214119763322	0.0	0.2541287409519297	-27.920984312477305	0.0	0.216	0.43608345857796665
83	ENSG00000123200	ZC3H13	1457.0	0.003304628385880454	0.2742741609877446	0.5572657879697649	-0.2829916269820203	0.43811115509555726	1.010592672971639	-1.205832769527798	0.35294117647058826	0.608	0.4403915009183578
84	ENSG00000112425	EPM2A	2390.0	0.0033530704795638588	0.10366316311994699	0.01566689378055284	0.08799626933939414	0.151239215405216	0.022127042597897436	2.7729496694870996	0.14705882352941177	0.024	0.4415275306482838
85	ENSG00000110429	FBXO3	1533.0	0.003411451719705168	0.10089801046370905	0.33870664918851795	-0.2378086387248089	0.16461898998463742	0.5856163902222471	-1.8308251554026005	0.11764705882352941	0.408	0.44393020554892776
86	ENSG00000101160	CTSZ	1431.0	0.0035710296815553966	1.4864270097929666	1.8353674641198272	-0.3489404543268606	4.222748795493924	6.666873162282524	-0.6588278537851988	0.9411764705882353	0.928	0.45503511768353866
87	ENSG00000152256	PDK1	1435.0	0.0035907761016731503	0.6881455896008064	1.0638481184125514	-0.37570252881174504	1.7053765444637912	2.826132209736987	-0.7287386386375956	0.6176470588235294	0.824	0.45503511768353866
88	ENSG00000141956	PRDM15	2703.0	0.0036202052577661513	0.4562871202514522	0.231426869743255	0.2248602505081972	0.8030298293094779	0.44275573091301	0.8589425965995093	0.5294117647058824	0.272	0.45503511768353866
89	ENSG00000243305	AC026347.1	2514.5	0.0037230966946893403	0.19010308112773225	0.05619965750501521	0.13390342362271704	0.2911009552932989	0.08363085115998604	1.7994124102975617	0.2647058823529412	0.08	0.46270980381976173
90	ENSG00000111885	MAN1A1	1435.5	0.00379906766644691	2.290065790120685	2.6837665673729614	-0.39370077725227626	10.519609186021007	19.426310183505745	-0.8849307945719094	0.9705882352941176	0.992	0.4669054162063252
91	ENSG00000179364	PACS2	2600.0	0.003948869926923684	0.31409696047204494	0.11014240779840517	0.20395455267363977	0.5256076746538827	0.16550588590539614	1.6671038106563465	0.35294117647058826	0.152	0.46779443007400345
92	ENSG00000183484	GPR132	2385.0	0.004003116675113423	0.10382561369468378	0.018570515189078055	0.08525509850560573	0.15695467962127155	0.02817600768263162	2.4778088888956544	0.14705882352941177	0.024	0.46779443007400345
93	ENSG00000211592	IGKC	1440.0	0.004034198964795961	5.968582225137459	6.444544368048793	-0.47596214291133343	532.9097573028091	838.430754691842	-0.6538003893669515	1.0	1.0	0.46779443007400345
94	ENSG00000130052	STARD8	2384.0	0.004146111542742514	0.09979667918462315	0.017676657705772748	0.0821200214788504	0.15149491314051494	0.026227189499179494	2.5301341845003074	0.14705882352941177	0.024	0.46779443007400345
95	ENSG00000260719	AC009133.3	2790.0	0.004162115560210727	0.8741531986190897	0.5606696435220289	0.31348355509706083	1.7266808519047208	1.0789529180708501	0.678369537171437	0.8235294117647058	0.576	0.46779443007400345
96	ENSG00000157014	TATDN2	2542.0	0.004234699822198566	0.21939669652805713	0.06732604723627572	0.1520706492917814	0.35034734758676517	0.09756850599873962	1.8442985207000726	0.29411764705882354	0.104	0.46779443007400345
97	ENSG00000168172	HOOK3	2761.5	0.0042355906453626965	0.6719391250136517	0.3826431559003415	0.28929596911331024	1.2940946465269434	0.6774857111830672	0.933680710834251	0.6764705882352942	0.448	0.46779443007400345
98	ENSG00000162980	ARL5A	1445.0	0.004244650877593938	0.9080797283243507	1.22356717431895	-0.3154874459945993	1.8714832989131294	2.9746186245343202	-0.6685225385401321	0.7647058823529411	0.872	0.46779443007400345
99	ENSG00000149761	NUDT22	2805.0	0.004266462799086003	1.3161457939484897	1.0253947279298705	0.2907510660186192	3.138099482441945	2.2340528906304926	0.49022774677167347	0.9411764705882353	0.848	0.46779443007400345
100	ENSG00000169442	CD52	2805.0	0.004282892655306876	2.4009293286020563	1.830862301677822	0.5700670269242343	12.823668643230096	8.645826023492958	0.5687333416987242	1.0	0.856	0.46779443007400345
101	ENSG00000163956	LRPAP1	1445.0	0.004309845491089667	1.5807075422333239	1.8580549875534107	-0.2773474453200868	4.526993675871419	6.268773037270639	-0.46962980627387174	0.9411764705882353	0.968	0.46779443007400345
102	ENSG00000156711	MAPK13	2673.5	0.0043138081428033955	0.3666353095502262	0.18489249260943605	0.18174281694079017	0.5514492270909359	0.2947975875224575	0.9035033399815349	0.5	0.24	0.46779443007400345
103	ENSG00000159618	ADGRG5	1477.0	0.0043739093264857625	0.2833214830325047	0.5576665600617496	-0.27434507702924493	0.42847096419508796	0.9919237149762306	-1.2110317290212453	0.38235294117647056	0.6	0.46970690349766037
104	ENSG00000184009	ACTG1	2801.0	0.004535829739733469	3.169231396711287	2.4963525515728393	0.6728788451384475	35.062324973442806	24.29393194428965	0.5293256566097571	1.0	0.904	0.48241166106915284
105	ENSG00000163082	SGPP2	2597.0	0.0046789179484502666	0.2782619731409052	0.1307960848839743	0.14746588825693094	0.4217339085314626	0.2391541505186081	0.8183921906955667	0.38235294117647056	0.152	0.49289058502674665
106	ENSG00000257337	AC068888.1	2455.0	0.004859871179274334	0.15957395934011406	0.03373025330234122	0.12584370603777284	0.25275980204343473	0.04666329301802884	2.43740698913213	0.20588235294117646	0.056	0.5056874588377781
107	ENSG00000226067	LINC00623	2379.0	0.004933031153076653	0.08281829834043235	0.018221403562928184	0.06459689477750416	0.11181089079398554	0.0272991474271647	2.0341328783955994	0.14705882352941177	0.024	0.5056874588377781
108	ENSG00000134982	APC	2716.0	0.004971465348267661	0.5433651886123961	0.28398648447902525	0.2593787041333709	0.9684923144629876	0.4779361019886141	1.0189228497937535	0.5882352941176471	0.344	0.5056874588377781
109	ENSG00000171055	FEZ2	1540.0	0.005020521061595942	0.13085340876274362	0.36600855767251755	-0.23515514890977393	0.20481898368280513	0.6603059555008233	-1.6887852152834844	0.17647058823529413	0.44	0.5056874588377781
110	ENSG00000161847	RAVER1	2652.0	0.005028986571933423	0.3648370983496462	0.17565744475607833	0.1891796535935679	0.5807265390740008	0.28296122771919946	1.03725458001009	0.47058823529411764	0.224	0.5056874588377781
111	ENSG00000090266	NDUFB2	1461.5	0.005316999392836917	1.1645200824936592	1.4596619596177252	-0.2951418771240659	2.8797254074656036	4.039702457703153	-0.48831778386812824	0.8529411764705882	0.896	0.5253271585443481
112	ENSG00000144228	SPOPL	2595.5	0.005342329096309987	0.2723132442265156	0.11502133714804269	0.1572919070784729	0.4082475125625463	0.17333296643305227	1.2358980220051996	0.38235294117647056	0.16	0.5253271585443481
113	ENSG00000134900	TPP2	2781.0	0.0054144962264502956	1.0794097107128349	0.7556738083428504	0.3237359023699845	2.311387911740141	1.593331341481713	0.5367130881038933	0.9117647058823529	0.68	0.5253271585443481
114	ENSG00000152495	CAMK4	2344.0	0.005431041308150257	0.06649744389723834	0.007678745514857171	0.05881869838238117	0.08976297643714219	0.00987198043212414	3.1847089448354904	0.11764705882352941	0.016	0.5253271585443481
115	ENSG00000181396	OGFOD3	1477.0	0.005521501718949476	0.3783394530684821	0.6425066107339541	-0.264167157665472	0.6186994302855877	1.1281129951864584	-0.8666009679964513	0.47058823529411764	0.712	0.5253271585443481
116	ENSG00000026025	VIM	2786.0	0.0055256778307007405	3.044380070532729	2.5355399344904272	0.5088401360423016	26.34535491538434	18.311676113008655	0.5247847646752263	1.0	0.968	0.5253271585443481
117	ENSG00000185650	ZFP36L1	2576.0	0.0055646886119855785	0.2632663516699241	0.10899880112212797	0.15426755054779617	0.40361571094194276	0.16854959904706368	1.2598091327909595	0.35294117647058826	0.144	0.5253271585443481
118	ENSG00000143294	PRCC	2730.5	0.005604249589389121	0.5645095359605057	0.3487616068244721	0.21574792913603358	0.936103212429614	0.6137689506904621	0.6089719410894803	0.6764705882352942	0.4	0.5253271585443481
119	ENSG00000132424	PNISR	1467.0	0.005735948942385406	1.1102586121813156	1.3776078279595148	-0.26734921577819915	2.450228089520856	3.547526260391487	-0.5338973089654019	0.9117647058823529	0.936	0.5316924381819723
120	ENSG00000179528	LBX2	2342.0	0.0058720683969093425	0.09194478908109358	0.010577840032435688	0.08136694904865789	0.14794811985173542	0.014993991333203048	3.3026348977156	0.11764705882352941	0.016	0.5316924381819723
121	ENSG00000157869	RAB28	1562.0	0.0058812043194170814	0.11147560285535453	0.34959839307818663	-0.23812279022283211	0.16134157690433637	0.6424375317394901	-1.9934379104920168	0.17647058823529413	0.408	0.5316924381819723
122	ENSG00000132475	H3F3B	1469.0	0.005893424514771573	2.419467034381776	2.624669783315293	-0.20520274893351687	11.405373446002924	14.46153124023291	-0.3425066326493913	1.0	0.984	0.5316924381819723
123	ENSG00000086062	B4GALT1	1479.0	0.0060080867148029115	0.7187462022499416	1.2082376278133315	-0.48949142556339	2.0699928318540333	4.224822625649269	-1.0292650005608524	0.5294117647058824	0.752	0.5316924381819723
124	ENSG00000230606	AC092683.1	2502.0	0.006043929205529016	0.22056793075145867	0.08638713821252852	0.13418079253893014	0.3903465689277343	0.1824652406462376	1.0971339255708639	0.2647058823529412	0.088	0.5316924381819723
125	ENSG00000117697	NSL1	2700.0	0.006050596211698792	0.46157651177374903	0.25428146436425764	0.2072950474094914	0.7108525548755278	0.39748758213608015	0.8386405552610936	0.6176470588235294	0.328	0.5316924381819723
126	ENSG00000110446	SLC15A3	2341.0	0.006104469567535796	0.06433483949609625	0.008820469150284501	0.05551437034581175	0.08604803427160988	0.011973226306554324	2.845330177807128	0.11764705882352941	0.016	0.5316924381819723
127	ENSG00000163918	RFC4	2587.5	0.006177308733135178	0.27785502449293487	0.12918601710727234	0.14866900738566252	0.42283406481398145	0.2143241895692437	0.9802969179353196	0.38235294117647056	0.16	0.5316924381819723
128	ENSG00000166971	AKTIP	2576.0	0.006210862588406557	0.27997503823387	0.10649415546451313	0.17348088276935686	0.4506689349386493	0.16006784519825834	1.4933844762360737	0.35294117647058826	0.152	0.5316924381819723
