node,node2,regime
c5325,c4985,0
c5106,c5397,0
c5264,c5157,0
c4922,c4921,0
c5197,c4898,0
c5246,c5256,0
c5066,c5337,0
c5127,c5128,0
c5256,c5255,0
c5314,c5313,0
c5318,c5317,0
c5425,c5462,1
c5425,c5434,1
c5425,c5528,1
c5425,c5496,1
c5425,c5505,1
c5425,c5438,1
c5462,c5542,1
c5462,c5431,1
c5462,c5534,1
c5462,c5442,1
c5462,c5482,1
c5462,c5461,1
c5434,c5483,1
c5434,c5532,1
c5434,c5515,1
c5528,c5463,1
c5528,c5536,1
c5496,c5495,1
c5496,c5422,1
c5496,c5503,1
c5483,c5484,1
c5532,c5524,1
c5515,c5472,1
c5515,c5436,1
c5431,c5478,1
c5431,c5429,1
c5431,c5479,1
c5463,c5464,1
c5534,c5529,1
c5534,c5533,1
c5534,c5485,1
c5429,c5430,1
c5529,c5419,1
c5442,c5494,1
c5442,c5526,1
c5442,c5443,1
